player,source_team,target_team,transfer,source_n90,target_n90,stat,stat_label,metric_group,metric_order,unit,carry_forward,context_prediction,actual,actual_change,predicted_change,carry_raw_abs_error,model_raw_abs_error,scale,carry_scaled_error,model_scaled_error,scaled_error_improvement,model_better_stat,model_outcome,metric_carry_error,metric_model_error,metric_gain_pct,player_carry_error_43,player_model_error_43,player_gain_pct_43,player_stat_win_rate_43,cohort_movers,cohort_carry_error_43,cohort_model_error_43,cohort_gain_pct_43,default_player
Amadou Onana,Everton,Aston Villa,Everton → Aston Villa,23.2,18,kp,Key Passes /90,Chance Creation,3,per 90,0.775862068966,0.919888795304,0.555555555556,-0.22030651341,0.144026726338,0.22030651341,0.364333239748,0.691063745131,0.318793331241,0.527206415204,-0.208413083964,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.456540301212,0.430075625889,5.79678842203,0.46511627907,255,0.542554694382,0.500315163656,7.78530370535,0
Axel Disasi,Chelsea,Aston Villa,Chelsea → Aston Villa,28.7,5.4,kp,Key Passes /90,Chance Creation,3,per 90,0.104529616725,0.236427088755,0.555555555556,0.451025938831,0.13189747203,0.451025938831,0.3191284668,0.691063745131,0.652654609663,0.461793096583,0.19086151308,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.794252905282,0.71562700895,9.89935268847,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Ian Maatsen,Dortmund,Aston Villa,Dortmund → Aston Villa,14,12.7,kp,Key Passes /90,Chance Creation,3,per 90,0.571428571429,0.970740713299,1.49606299213,0.924634420697,0.39931214187,0.924634420697,0.525322278827,0.691063745131,1.3379871643,0.760164720735,0.577822443564,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.929532433484,0.769328591622,17.2348845603,0.674418604651,255,0.542554694382,0.500315163656,7.78530370535,0
Marco Asensio,Paris S-G,Aston Villa,Paris S-G → Aston Villa,12.4,8.3,kp,Key Passes /90,Chance Creation,3,per 90,2.66129032258,2.5559098465,1.92771084337,-0.733579479207,-0.10538047608,0.733579479207,0.628199003127,0.691063745131,1.06152215968,0.909031920069,0.152490239609,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.532657057828,0.59631459329,-11.9509418916,0.441860465116,255,0.542554694382,0.500315163656,7.78530370535,0
Ross Barkley,Luton Town,Aston Villa,Luton Town → Aston Villa,29.1,6.5,kp,Key Passes /90,Chance Creation,3,per 90,1.51202749141,1.44424609549,1.38461538462,-0.127412106794,-0.0677813959173,0.127412106794,0.0596307108763,0.691063745131,0.184370989929,0.0862882929345,0.0980826969941,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.620692819593,0.521724697711,15.9447827907,0.674418604651,255,0.542554694382,0.500315163656,7.78530370535,0
Dean Huijsen,Roma,Bournemouth,Roma → Bournemouth,5.7,27,kp,Key Passes /90,Chance Creation,3,per 90,0.175438596491,0.140468927722,0.555555555556,0.380116959064,-0.0349696687691,0.380116959064,0.415086627833,0.691063745131,0.550046159623,0.60064882691,-0.0506026672872,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.763122336488,0.596687558197,21.8097112787,0.604651162791,255,0.542554694382,0.500315163656,7.78530370535,0
Julian Araujo,Las Palmas,Bournemouth,Las Palmas → Bournemouth,16.2,5.5,kp,Key Passes /90,Chance Creation,3,per 90,0.987654320988,0.833336494722,0.181818181818,-0.805836139169,-0.154317826266,0.805836139169,0.651518312904,0.691063745131,1.16608076295,0.942775999311,0.223304763639,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.754741340575,0.634642804298,15.9125424593,0.581395348837,255,0.542554694382,0.500315163656,7.78530370535,0
Michael Kayode,Fiorentina,Brentford,Fiorentina → Brentford,22.9,5.9,kp,Key Passes /90,Chance Creation,3,per 90,0.655021834061,0.755867971343,1.35593220339,0.700910369329,0.100846137282,0.700910369329,0.600064232047,0.691063745131,1.01424850351,0.868319653975,0.145928849534,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.745315540448,0.677255534632,9.1317035702,0.604651162791,255,0.542554694382,0.500315163656,7.78530370535,0
Sepp van den Berg,Mainz 05,Brentford,Mainz 05 → Brentford,31.5,28.7,kp,Key Passes /90,Chance Creation,3,per 90,0.222222222222,0.186061414062,0.209059233449,-0.0131629887727,-0.0361608081601,0.0131629887727,0.0229978193873,0.691063745131,0.0190474306683,0.0332788683379,-0.0142314376696,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.378912375771,0.378660888838,0.0663707362154,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Brajan Gruda,Mainz 05,Brighton,Mainz 05 → Brighton,18.2,7.6,kp,Key Passes /90,Chance Creation,3,per 90,2.36263736264,2.20161784673,3.02631578947,0.663678426836,-0.161019515912,0.663678426836,0.824697942748,0.691063745131,0.960372225445,1.19337463231,-0.233002406864,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.706549850574,0.651299229616,7.81977675216,0.511627906977,255,0.542554694382,0.500315163656,7.78530370535,0
Jadon Sancho,Dortmund,Chelsea,Dortmund → Chelsea,10.5,19.6,kp,Key Passes /90,Chance Creation,3,per 90,2.38095238095,2.39616325191,1.9387755102,-0.442176870748,0.0152108709608,0.442176870748,0.457387741709,0.691063745131,0.639849614256,0.661860421606,-0.0220108073502,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.587680697468,0.610116497705,-3.81768540858,0.325581395349,255,0.542554694382,0.500315163656,7.78530370535,0
Pedro Neto,Wolves,Chelsea,Wolves → Chelsea,16.8,25.2,kp,Key Passes /90,Chance Creation,3,per 90,2.2619047619,2.12050952128,1.8253968254,-0.436507936508,-0.14139524062,0.436507936508,0.295112695888,0.691063745131,0.631646414073,0.427041207077,0.204605206996,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.433814345371,0.419433705073,3.3149296356,0.511627906977,255,0.542554694382,0.500315163656,7.78530370535,0
Tosin Adarabioyo,Fulham,Chelsea,Fulham → Chelsea,18,15.7,kp,Key Passes /90,Chance Creation,3,per 90,0.111111111111,0.208264488941,0.0636942675159,-0.0474168435952,0.0971533778299,0.0474168435952,0.144570221425,0.691063745131,0.0686142833121,0.209199545546,-0.140585262234,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.36133974348,0.447795738575,-23.9265114493,0.441860465116,255,0.542554694382,0.500315163656,7.78530370535,0
Daichi Kamada,Lazio,Crystal Palace,Lazio → Crystal Palace,17.2,17.4,kp,Key Passes /90,Chance Creation,3,per 90,1.39534883721,1.51543099628,1.14942528736,-0.245923549853,0.120082159075,0.245923549853,0.366005708928,0.691063745131,0.355862323245,0.529626552552,-0.173764229307,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.476110238374,0.399587160836,16.072554499,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Eddie Nketiah,Arsenal,Crystal Palace,Arsenal → Crystal Palace,12,11.5,kp,Key Passes /90,Chance Creation,3,per 90,0.75,1.07064346854,1.13043478261,0.380434782609,0.320643468542,0.380434782609,0.0597913140669,0.691063745131,0.550506064439,0.0865206929001,0.463985371539,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.383908904493,0.380703304917,0.834989639082,0.558139534884,255,0.542554694382,0.500315163656,7.78530370535,0
Ismaila Sarr,Marseille,Crystal Palace,Marseille → Crystal Palace,16.1,30.1,kp,Key Passes /90,Chance Creation,3,per 90,1.24223602484,1.34571435679,1.46179401993,0.219557995089,0.103478331941,0.219557995089,0.116079663148,0.691063745131,0.317710191912,0.16797243954,0.149737752371,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.512972132357,0.427411797627,16.6793338922,0.604651162791,255,0.542554694382,0.500315163656,7.78530370535,0
Maxence Lacroix,Wolfsburg,Crystal Palace,Wolfsburg → Crystal Palace,26.2,34.6,kp,Key Passes /90,Chance Creation,3,per 90,0.30534351145,0.36905041164,0.231213872832,-0.074129638618,0.0637069001899,0.074129638618,0.137836538808,0.691063745131,0.107268886757,0.199455607068,-0.0921867203116,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.452755012792,0.425715618905,5.97219094726,0.418604651163,255,0.542554694382,0.500315163656,7.78530370535,0
Trevoh Chalobah,Chelsea,Crystal Palace,Chelsea → Crystal Palace,10.6,11.8,kp,Key Passes /90,Chance Creation,3,per 90,0.188679245283,0.312076261311,0.338983050847,0.150303805564,0.123397016028,0.150303805564,0.0269067895367,0.691063745131,0.217496297011,0.038935322141,0.17856097487,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.93218518491,0.714069768648,23.3982925059,0.720930232558,255,0.542554694382,0.500315163656,7.78530370535,0
Iliman Ndiaye,Marseille,Everton,Marseille → Everton,18,27,kp,Key Passes /90,Chance Creation,3,per 90,1.22222222222,1.47662854584,0.666666666667,-0.555555555556,0.254406323618,0.555555555556,0.809961879174,0.691063745131,0.803913617911,1.17205089238,-0.368137274471,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.473346008147,0.472755468283,0.124758602418,0.511627906977,255,0.542554694382,0.500315163656,7.78530370535,0
Jake O'Brien,Lyon,Everton,Lyon → Everton,26.3,17.5,kp,Key Passes /90,Chance Creation,3,per 90,0.190114068441,0.282830260526,0.342857142857,0.152743074416,0.0927161920848,0.152743074416,0.0600268823312,0.691063745131,0.221026027616,0.0868615706643,0.134164456952,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.6315575373,0.620576120903,1.73878320644,0.558139534884,255,0.542554694382,0.500315163656,7.78530370535,0
Orel Mangala,Nott'ham Forest,Everton,Nott'ham Forest → Everton,17.4,14,kp,Key Passes /90,Chance Creation,3,per 90,0.344827586207,0.522505487628,0.571428571429,0.226600985222,0.177677901421,0.226600985222,0.0489230838009,0.691063745131,0.327901712133,0.0707938799359,0.257107832197,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.416149918896,0.493383191814,-18.5590022758,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Joachim Andersen,Crystal Palace,Fulham,Crystal Palace → Fulham,37.9,28.7,kp,Key Passes /90,Chance Creation,3,per 90,0.527704485488,0.551499763855,0.1393728223,-0.388331663188,0.0237952783668,0.388331663188,0.412126941555,0.691063745131,0.561933202146,0.596366029124,-0.0344328269779,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.498903098922,0.482155257501,3.35693273036,0.46511627907,255,0.542554694382,0.500315163656,7.78530370535,0
Sander Berge,Burnley,Fulham,Burnley → Fulham,33.4,24.7,kp,Key Passes /90,Chance Creation,3,per 90,0.868263473054,0.830058166162,0.728744939271,-0.139518533783,-0.0382053068922,0.139518533783,0.10131322689,0.691063745131,0.201889528666,0.146604748989,0.0552847796768,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.319997187399,0.29721811197,7.11852363913,0.558139534884,255,0.542554694382,0.500315163656,7.78530370535,0
İlkay Gündoğan,Barcelona,Manchester City,Barcelona → Manchester City,33.3,24.7,kp,Key Passes /90,Chance Creation,3,per 90,2.91291291291,2.48394120029,1.78137651822,-1.13153639469,-0.428971712627,1.13153639469,0.702564682067,0.691063745131,1.63738353034,1.01664236768,0.620741162663,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.476791769363,0.475054963327,0.36426929904,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Sávio,Girona,Manchester City,Girona → Manchester City,33.1,19.6,kp,Key Passes /90,Chance Creation,3,per 90,1.57099697885,1.78892356369,2.34693877551,0.775941796658,0.217926584841,0.775941796658,0.558015211817,0.691063745131,1.12282231867,0.807472850006,0.315349468666,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.661518779345,0.514923934316,22.1603451945,0.697674418605,255,0.542554694382,0.500315163656,7.78530370535,0
Joshua Zirkzee,Bologna,Manchester Utd,Bologna → Manchester Utd,30.7,15.6,kp,Key Passes /90,Chance Creation,3,per 90,1.4006514658,1.53760633169,0.769230769231,-0.631420696567,0.136954865894,0.631420696567,0.768375562462,0.691063745131,0.913693853882,1.111873641,-0.198179787117,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.522425613897,0.510315245015,2.31810396734,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Leny Yoro,Lille,Manchester Utd,Lille → Manchester Utd,29.7,12.9,kp,Key Passes /90,Chance Creation,3,per 90,0.0673400673401,0.188625583061,0.15503875969,0.0876986923499,0.121285515721,0.0876986923499,0.0335868233714,0.691063745131,0.126903911495,0.0486016284431,0.0783022830524,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.443716387321,0.627731951456,-41.4714374752,0.441860465116,255,0.542554694382,0.500315163656,7.78530370535,0
Manuel Ugarte Ribeiro,Paris S-G,Manchester Utd,Paris S-G → Manchester Utd,21.5,19.8,kp,Key Passes /90,Chance Creation,3,per 90,0.651162790698,0.811589771137,0.505050505051,-0.146112285647,0.16042698044,0.146112285647,0.306539266087,0.691063745131,0.211430981117,0.443575962777,-0.23214498166,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.56845035534,0.543205828583,4.44093780926,0.53488372093,255,0.542554694382,0.500315163656,7.78530370535,0
Matthijs de Ligt,Bayern Munich,Manchester Utd,Bayern Munich → Manchester Utd,15.4,23.6,kp,Key Passes /90,Chance Creation,3,per 90,0.194805194805,0.316457880752,0.254237288136,0.0594320933304,0.121652685947,0.0594320933304,0.0622205926162,0.691063745131,0.0860008845047,0.0900359670935,-0.00403508258887,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.60724519708,0.395006194818,34.95112078,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Noussair Mazraoui,Bayern Munich,Manchester Utd,Bayern Munich → Manchester Utd,13.3,31.5,kp,Key Passes /90,Chance Creation,3,per 90,1.12781954887,1.16543305079,0.634920634921,-0.492898913952,0.0376135019204,0.492898913952,0.530512415872,0.691063745131,0.713246668523,0.767675080063,-0.05442841154,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.862239061372,0.67774586527,21.3969888825,0.674418604651,255,0.542554694382,0.500315163656,7.78530370535,0
Álex Moreno,Aston Villa,Nott'ham Forest,Aston Villa → Nott'ham Forest,11.5,10.6,kp,Key Passes /90,Chance Creation,3,per 90,0.95652173913,1.15746158895,0.754716981132,-0.201804757998,0.200939849818,0.201804757998,0.402744607816,0.691063745131,0.292020467605,0.582789374575,-0.29076890697,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.620011825263,0.611093270947,1.43844906707,0.581395348837,255,0.542554694382,0.500315163656,7.78530370535,0
Elliot Anderson,Newcastle Utd,Nott'ham Forest,Newcastle Utd → Nott'ham Forest,11.4,30.3,kp,Key Passes /90,Chance Creation,3,per 90,1.31578947368,1.34153988609,1.22112211221,-0.094667361473,0.0257504124024,0.094667361473,0.120417773875,0.691063745131,0.136987885908,0.174249878863,-0.0372619929548,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.63941360745,0.473595782949,25.9327957005,0.604651162791,255,0.542554694382,0.500315163656,7.78530370535,0
Nikola Milenković,Fiorentina,Nott'ham Forest,Fiorentina → Nott'ham Forest,27.9,37,kp,Key Passes /90,Chance Creation,3,per 90,0.286738351254,0.312854286223,0.243243243243,-0.0434951080112,0.0261159349687,0.0434951080112,0.06961104298,0.691063745131,0.0629393573569,0.100730277735,-0.0377909203785,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.614227170986,0.601972711346,1.99510217372,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Djed Spence,Genoa,Tottenham,Genoa → Tottenham,9.5,19.9,kp,Key Passes /90,Chance Creation,3,per 90,0.631578947368,0.720562209668,0.552763819095,-0.0788151282729,0.0889832622999,0.0788151282729,0.167798390573,0.691063745131,0.114048998849,0.242811740241,-0.128762741392,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.771013110671,0.529193973031,31.3638165543,0.720930232558,255,0.542554694382,0.500315163656,7.78530370535,0
Dominic Solanke,Bournemouth,Tottenham,Bournemouth → Tottenham,36.9,24.5,kp,Key Passes /90,Chance Creation,3,per 90,1.05691056911,1.13599174987,0.571428571429,-0.485481997677,0.0790811807626,0.485481997677,0.56456317844,0.691063745131,0.70251406053,0.816948049174,-0.114433988644,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.305088482888,0.372203647998,-21.998590204,0.302325581395,255,0.542554694382,0.500315163656,7.78530370535,0
Mathys Tel,Bayern Munich,Tottenham,Bayern Munich → Tottenham,11.7,10.1,kp,Key Passes /90,Chance Creation,3,per 90,1.02564102564,1.29576289333,1.38613861386,0.36049758822,0.270121867687,0.36049758822,0.0903757205333,0.691063745131,0.52165605671,0.130777690437,0.390878366273,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.786220671992,0.652732616542,16.978446409,0.651162790698,255,0.542554694382,0.500315163656,7.78530370535,0
Radu Drăgușin,Genoa,Tottenham,Genoa → Tottenham,19,13.9,kp,Key Passes /90,Chance Creation,3,per 90,0.368421052632,0.277539582894,0.287769784173,-0.0806512684589,-0.0908814697379,0.0806512684589,0.010230201279,0.691063745131,0.116705975429,0.0148035566199,0.101902418809,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.644220989259,0.609439787347,5.39895509344,0.53488372093,255,0.542554694382,0.500315163656,7.78530370535,0
Wilson Odobert,Burnley,Tottenham,Burnley → Tottenham,23.3,9.4,kp,Key Passes /90,Chance Creation,3,per 90,1.330472103,1.40742645682,0.63829787234,-0.692174230664,0.076954353811,0.692174230664,0.769128584475,0.691063745131,1.001606922,1.11296329737,-0.111356375375,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.530365500308,0.534950612845,-0.864519380286,0.418604651163,255,0.542554694382,0.500315163656,7.78530370535,0
Aaron Wan-Bissaka,Manchester Utd,West Ham,Manchester Utd → West Ham,19.8,35,kp,Key Passes /90,Chance Creation,3,per 90,0.606060606061,0.660426349874,0.942857142857,0.336796536797,0.0543657438134,0.336796536797,0.282430792983,0.691063745131,0.487359580313,0.408689929074,0.078669651239,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.43234111074,0.442271744333,-2.29694409046,0.395348837209,255,0.542554694382,0.500315163656,7.78530370535,0
Carlos Soler,Paris S-G,West Ham,Paris S-G → West Ham,12.1,15.7,kp,Key Passes /90,Chance Creation,3,per 90,1.65289256198,1.62272137863,1.14649681529,-0.506395746697,-0.0301711833523,0.506395746697,0.476224563345,0.691063745131,0.732777186279,0.689118140982,0.0436590452977,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.690887125334,0.602765577509,12.754840059,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Guido Rodríguez,Betis,West Ham,Betis → West Ham,20.5,12.8,kp,Key Passes /90,Chance Creation,3,per 90,0.19512195122,0.568730145522,0.3125,0.11737804878,0.373608194303,0.11737804878,0.256230145522,0.691063745131,0.169851261345,0.370776425948,-0.200925164603,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.508194482207,0.513430336718,-1.03028558826,0.325581395349,255,0.542554694382,0.500315163656,7.78530370535,0
Jean-Clair Todibo,Nice,West Ham,Nice → West Ham,29.5,20.3,kp,Key Passes /90,Chance Creation,3,per 90,0.305084745763,0.404211596673,0.0985221674877,-0.206562578275,0.0991268509106,0.206562578275,0.305689429186,0.691063745131,0.298905245327,0.442346210953,-0.143440965626,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.781360728795,0.648896503738,16.9530180077,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Max Kilman,Wolves,West Ham,Wolves → West Ham,38,37.2,kp,Key Passes /90,Chance Creation,3,per 90,0.447368421053,0.387556982653,0.430107526882,-0.0172608941709,-0.0598114384001,0.0172608941709,0.0425505442292,0.691063745131,0.0249772821864,0.0615725315197,-0.0365952493333,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.352762877493,0.403068671351,-14.2605123915,0.395348837209,255,0.542554694382,0.500315163656,7.78530370535,0
Niclas Füllkrug,Dortmund,West Ham,Dortmund → West Ham,24.6,8.8,kp,Key Passes /90,Chance Creation,3,per 90,1.38211382114,1.29260567249,1.59090909091,0.208795269771,-0.0895081486455,0.208795269771,0.298303418416,0.691063745131,0.302136049304,0.431658324602,-0.129522275298,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.427690117457,0.492252716258,-15.0956489676,0.325581395349,255,0.542554694382,0.500315163656,7.78530370535,0
Emmanuel Agbadou,Reims,Wolves,Reims → Wolves,28.8,15.7,kp,Key Passes /90,Chance Creation,3,per 90,0.416666666667,0.466621259669,0.254777070064,-0.161889596603,0.0499545930024,0.161889596603,0.211844189605,0.691063745131,0.234261452353,0.306547972018,-0.0722865196653,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.689484766838,0.643689983753,6.64188467793,0.581395348837,255,0.542554694382,0.500315163656,7.78530370535,0
Gonçalo Guedes,Villarreal,Wolves,Villarreal → Wolves,10.6,11.1,kp,Key Passes /90,Chance Creation,3,per 90,1.79245283019,1.92189608863,1.26126126126,-0.531191568927,0.129443258443,0.531191568927,0.660634827371,0.691063745131,0.768657844764,0.955968001541,-0.187310156777,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.438843352459,0.442477930909,-0.828217729401,0.511627906977,255,0.542554694382,0.500315163656,7.78530370535,0
Jørgen Strand Larsen,Celta Vigo,Wolves,Celta Vigo → Wolves,31.8,28.7,kp,Key Passes /90,Chance Creation,3,per 90,0.754716981132,0.964123053061,0.731707317073,-0.0230096640589,0.209406071929,0.0230096640589,0.232415735988,0.691063745131,0.0332960081049,0.33631591532,-0.303019907215,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.379342919466,0.423739231004,-11.7034770545,0.372093023256,255,0.542554694382,0.500315163656,7.78530370535,0
Lazar Samardzic,Udinese,Atalanta,Udinese → Atalanta,26.4,13,kp,Key Passes /90,Chance Creation,3,per 90,2.34848484848,1.99510249982,2.69230769231,0.343822843823,-0.353382348667,0.343822843823,0.697205192489,0.691063745131,0.497526959337,1.0088869477,-0.51135998836,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.92174095279,0.931532796844,-1.06232060373,0.558139534884,255,0.542554694382,0.500315163656,7.78530370535,0
Marco Brescianini,Frosinone,Atalanta,Frosinone → Atalanta,25.8,11,kp,Key Passes /90,Chance Creation,3,per 90,0.852713178295,1.03435035939,0.636363636364,-0.216349541931,0.181637181095,0.216349541931,0.397986723026,0.691063745131,0.313067417377,0.575904503498,-0.262837086122,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.63111999052,0.589872135229,6.53565976519,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Mateo Retegui,Genoa,Atalanta,Genoa → Atalanta,24.6,26.5,kp,Key Passes /90,Chance Creation,3,per 90,0.447154471545,0.701111669189,1.43396226415,0.986807792606,0.253957197644,0.986807792606,0.732850594962,0.691063745131,1.42795480093,1.06046743173,0.367487369195,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.446274830584,0.388694076998,12.9025321706,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Raoul Bellanova,Torino,Atalanta,Torino → Atalanta,33.8,26.7,kp,Key Passes /90,Chance Creation,3,per 90,1.53846153846,1.40558535446,1.2734082397,-0.265053298761,-0.132876184003,0.265053298761,0.132177114758,0.691063745131,0.383543921423,0.191266168555,0.192277752869,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.294104268041,0.314918799869,-7.07726275646,0.279069767442,255,0.542554694382,0.500315163656,7.78530370535,0
Davide Calabria,Milan,Bologna,Milan → Bologna,24.3,7,kp,Key Passes /90,Chance Creation,3,per 90,0.493827160494,0.745241873798,1.85714285714,1.36331569665,0.251414713304,1.36331569665,1.11190098334,0.691063745131,1.97277849729,1.6089702161,0.363808281183,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.616723272811,0.570508049628,7.49367264376,0.46511627907,255,0.542554694382,0.500315163656,7.78530370535,0
Emil Holm,Atalanta,Bologna,Atalanta → Bologna,10.5,12.6,kp,Key Passes /90,Chance Creation,3,per 90,0.380952380952,0.821360255641,0.793650793651,0.412698412698,0.440407874688,0.412698412698,0.0277094619898,0.691063745131,0.597192973305,0.0400968249095,0.557096148396,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.767990907257,0.5641327941,26.5443394226,0.651162790698,255,0.542554694382,0.500315163656,7.78530370535,0
Juan Miranda,Betis,Bologna,Betis → Bologna,20.6,25.3,kp,Key Passes /90,Chance Creation,3,per 90,1.11650485437,1.13080639037,2.25296442688,1.13645957251,0.0143015359993,1.13645957251,1.12215803651,0.691063745131,1.64450758778,1.6238126286,0.0206949591844,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.63946328113,0.633209117972,0.978033194774,0.604651162791,255,0.542554694382,0.500315163656,7.78530370535,0
Nicolò Cambiaghi,Empoli,Bologna,Empoli → Bologna,28.4,6.9,kp,Key Passes /90,Chance Creation,3,per 90,1.09154929577,1.53242508813,1.73913043478,0.647581139008,0.440875792354,0.647581139008,0.206705346654,0.691063745131,0.937078733431,0.299111837526,0.637966895905,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.564858451846,0.573117743961,-1.46218793183,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Nicolò Casale,Lazio,Bologna,Lazio → Bologna,17.3,10,kp,Key Passes /90,Chance Creation,3,per 90,0.115606936416,0.219505733777,0.3,0.184393063584,0.103898797361,0.184393063584,0.0804942662226,0.691063745131,0.266824970754,0.116478786204,0.15034618455,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.731858962639,0.672061289289,8.17065533147,0.441860465116,255,0.542554694382,0.500315163656,7.78530370535,0
Thijs Dallinga,Toulouse,Bologna,Toulouse → Bologna,27.9,12.8,kp,Key Passes /90,Chance Creation,3,per 90,0.609318996416,0.908528485187,0.9375,0.328181003584,0.299209488771,0.328181003584,0.028971514813,0.691063745131,0.474892520258,0.0419230715214,0.432969448737,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.416390558588,0.389050943094,6.56585864638,0.674418604651,255,0.542554694382,0.500315163656,7.78530370535,0
Nadir Zortea,Frosinone,Cagliari,Frosinone → Cagliari,14,30.1,kp,Key Passes /90,Chance Creation,3,per 90,1.5,1.33023109562,0.93023255814,-0.56976744186,-0.16976890438,0.56976744186,0.39999853748,0.691063745131,0.824478849997,0.578815688565,0.245663161432,1,Context model better,0.519123424833,0.482726813128,7.01116727997,0.479529606981,0.499181610391,-4.09818353746,0.441860465116,255,0.542554694382,0.500315163656,7.78530370535,0
Răzvan Marin,Empoli,Cagliari,Empoli → Cagliari,20.2,15.6,kp,Key Passes /90,Chance Creation,3,per 90,1.63366336634,1.52506951511,2.17948717949,0.545823813151,-0.108593851222,0.545823813151,0.654417664373,0.691063745131,0.789831353469,0.946971489944,-0.157140136474,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.343282612925,0.43888185115,-27.8485523663,0.418604651163,255,0.542554694382,0.500315163656,7.78530370535,0
Roberto Piccoli,Lecce,Cagliari,Lecce → Cagliari,15.3,34.7,kp,Key Passes /90,Chance Creation,3,per 90,0.653594771242,0.818041284389,0.374639769452,-0.278955001789,0.164446513147,0.278955001789,0.443401514936,0.691063745131,0.403660304501,0.641621728907,-0.237961424406,0,Carry-forward better,0.519123424833,0.482726813128,7.01116727997,0.394885036684,0.35408452105,10.3322516285,0.511627906977,255,0.542554694382,0.500315163656,7.78530370535,0
